episode_rewards,episode_lengths,episode_info_gain,episode_step_costs,episode_costs,episode_similarities,action_means,action_stds
0.8209966022024431,12,2.8683431952662723,1.0236732965319144,1.3698275605729708,0.9552583025830258,3.6666666666666665,2.656229575084871
0.5082321203395256,11,2.909763313609467,1.2007655966349708,1.5683809511662468,0.9695571955719557,4.818181818181818,3.0396824540546343
0.39460978857569623,13,2.985207100591716,1.29529865600801,1.5227564927611055,0.9866236162361623,3.230769230769231,2.3584168795009064
0.6501869062184977,11,3.0340236686390534,1.1919183812102778,1.5008073580374388,0.9940036900369004,5.636363636363637,2.1436047495548354
0.5827079408228455,12,2.899408284023669,1.1583501716004114,1.449030662740801,0.9617158671586716,4.5,2.217355782608345
0.8020503545061239,13,2.9275147928994087,1.0627322191966422,1.345182899632298,0.9663284132841329,2.6153846153846154,2.3051267790417995
0.6474084823029479,12,2.9837278106508878,1.16815966417397,1.6988225099390888,0.9861623616236163,4.25,2.3139072294858036
0.4155758620231231,13,3.0133136094674553,1.298868873722166,1.6925230867899785,0.9884686346863468,4.384615384615385,2.617646081103624
0.2255996228123306,13,2.945266272189349,1.3598333246885095,1.5930256121069186,0.9700184501845018,4.461538461538462,2.762813076318149
0.46144973315619076,12,2.933431952662722,1.2359911097532654,1.7287362902255756,0.9750922509225092,5.0,2.48327740429189
0.13586832191245904,14,2.9304733727810657,1.397302525434303,1.5779646455628198,0.9649446494464945,4.214285714285714,2.425418120907092
0.49512317833916064,13,2.869822485207101,1.18734965343397,1.5557463914933407,0.9547970479704797,4.230769230769231,3.0167187001734734
0.30776798174609044,14,2.930473372781065,1.3113526955174872,1.6242388155425163,0.9663284132841329,4.714285714285714,2.889106916593812
0.23962308684934921,15,3.0443786982248517,1.4023778056877514,1.9483809511662473,0.996309963099631,4.333333333333333,2.8674417556808756
0.12062603018534032,14,2.9319526627218937,1.4056633162682768,1.7004520189781127,0.9727859778597786,4.642857142857143,2.8437184624849117
-0.30818491868136366,16,2.943786982248521,1.6259859504649423,1.8748023074035571,0.9709409594095941,4.4375,2.9361699116365862
0.3632945247119351,14,2.89792899408284,1.2673172346854524,1.6308073580374391,0.959870848708487,4.0,2.6457513110645907
0.5794407309117052,13,2.943786982248521,1.1821731256684078,1.5346803743153574,0.977859778597786,4.230769230769231,2.153846153846154
0.755151827108995,12,2.893491124260355,1.0691696485756803,1.3289696961967012,0.9575645756457565,3.9166666666666665,3.0945741046045234
0.2971358190863718,12,3.008875739644971,1.355869960279299,1.5411626970967687,0.9935424354243543,5.083333333333333,3.01270458042087
0.3923872297753443,13,2.9260355029585803,1.2668241365916175,1.6425230867899783,0.9630996309963099,4.923076923076923,3.0999141045553666
0.45071284672853534,13,3.005917159763314,1.2776021565173892,1.6371677477306505,0.9861623616236163,4.076923076923077,2.813744793564905
0.9408090409892855,12,2.9881656804733723,1.0236783197420436,1.380893577750954,0.9866236162361623,4.583333333333333,2.3614378858841256
0.860882253391147,13,2.8994082840236683,1.0192630153162607,1.1730508652763332,0.9561808118081181,3.3846153846153846,2.131754840084772
